Unnamed: 0,CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
5760,PORT RICHEY,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66883637,28.31955948",-82.66883637,28.31955948,,,,,,
5762,PORT RICHEY,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68081685,28.32606214",-82.68081685,28.32606214,,,,,,
5763,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33534980,28.17819090",-82.3353498,28.1781909,,,,,,
5764,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.27435481,28.26467774",-82.27435481,28.26467774,,,,,,
5765,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.29425189,28.20994342",-82.29425189,28.20994342,,,,,,
5766,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32673988,28.18953818",-82.32673988,28.18953818,,,,,,
5767,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.35912309,28.21073376",-82.35912309,28.21073376,,,,,,
5768,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.31208407,28.25632074",-82.31208407,28.25632074,,,,,,
5770,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.27498746,28.22603480",-82.27498746,28.2260348,,,,,,
5772,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.31682679,28.18697211",-82.31682679,28.18697211,,,,,,
5773,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.30691357,28.25570609",-82.30691357,28.25570609,,,,,,
5774,WESLEY CHAPEL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.31679563,28.25750030",-82.31679563,28.2575003,,,,,,
5775,SAN ANTONIO,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28013221,28.35320041",-82.28013221,28.35320041,,,,,,
5776,SAN ANTONIO,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34362709,28.32341438",-82.34362709,28.32341438,,,,,,
5777,SPRING HILL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.54902883,28.37673593",-82.54902883,28.37673593,,,,,,
5778,SPRING HILL,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.54500565,28.37343521",-82.54500565,28.37343521,,,,,,
5779,LUTZ,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.37166834,28.23049476",-82.37166834,28.23049476,,,,,,
5780,LUTZ,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.41061651,28.17712653",-82.41061651,28.17712653,,,,,,
5781,ODESSA,PASCO,,,,PUBLIC SCHOOL,,,,,,,,,"-82.60204334,28.18556839",-82.60204334,28.18556839,,,,,,
5782,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66066361,27.71252893",-82.66066361,27.71252893,,,,,,
5783,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64122884,27.73122725",-82.64122884,27.73122725,,,,,,
5784,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66398014,27.75348528",-82.66398014,27.75348528,,,,,,
5785,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71750293,27.76732299",-82.71750293,27.76732299,,,,,,
5786,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70254056,27.74994478",-82.70254056,27.74994478,,,,,,
5787,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68669051,27.74969692",-82.68669051,27.74969692,,,,,,
5788,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72522449,27.79247664",-82.72522449,27.79247664,,,,,,
5789,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69654295,27.78528785",-82.69654295,27.78528785,,,,,,
5790,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73975375,27.80742774",-82.73975375,27.80742774,,,,,,
5791,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65567142,27.82242606",-82.65567142,27.82242606,,,,,,
5792,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73609902,27.70566416",-82.73609902,27.70566416,,,,,,
5793,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65629705,27.82715614",-82.65629705,27.82715614,,,,,,
5794,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.67246927,27.81681510",-82.67246927,27.8168151,,,,,,
5795,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68183893,27.75821576",-82.68183893,27.75821576,,,,,,
5796,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69061184,27.76501113",-82.69061184,27.76501113,,,,,,
5797,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.61260618,27.82896167",-82.61260618,27.82896167,,,,,,
5798,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66044673,27.84589001",-82.66044673,27.84589001,,,,,,
5799,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68714916,27.82596546",-82.68714916,27.82596546,,,,,,
5800,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65646769,27.82192842",-82.65646769,27.82192842,,,,,,
5801,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66033743,27.83818133",-82.66033743,27.83818133,,,,,,
5802,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.67328230,27.72447572",-82.6732823,27.72447572,,,,,,
5803,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72190847,27.81603213",-82.72190847,27.81603213,,,,,,
5804,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68151852,27.76112086",-82.68151852,27.76112086,,,,,,
5805,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65738187,27.75770507",-82.65738187,27.75770507,,,,,,
5806,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71088059,27.76232424",-82.71088059,27.76232424,,,,,,
5807,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64967578,27.76382223",-82.64967578,27.76382223,,,,,,
5808,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64407323,27.77511254",-82.64407323,27.77511254,,,,,,
5809,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72472686,27.82002795",-82.72472686,27.82002795,,,,,,
5810,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70989801,27.79227305",-82.70989801,27.79227305,,,,,,
5811,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66826083,27.77805085",-82.66826083,27.77805085,,,,,,
5812,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.79056600,27.80918675",-82.790566,27.80918675,,,,,,
5813,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.67771365,27.76057751",-82.67771365,27.76057751,,,,,,
5814,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71304306,27.80403954",-82.71304306,27.80403954,,,,,,
5815,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65320001,27.71869999",-82.65320001,27.71869999,,,,,,
5816,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68269609,27.80763492",-82.68269609,27.80763492,,,,,,
5817,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64565400,27.71475200",-82.645654,27.714752,,,,,,
5818,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73761060,27.77133162",-82.7376106,27.77133162,,,,,,
5820,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.74131859,27.78769361",-82.74131859,27.78769361,,,,,,
5821,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75293520,27.80721671",-82.7529352,27.80721671,,,,,,
5822,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65983107,27.82223569",-82.65983107,27.82223569,,,,,,
5823,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66201352,27.71589686",-82.66201352,27.71589686,,,,,,
5824,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.63280164,27.80366905",-82.63280164,27.80366905,,,,,,
5825,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.74649646,27.79330002",-82.74649646,27.79330002,,,,,,
5826,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65656510,27.76313686",-82.6565651,27.76313686,,,,,,
5827,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66627424,27.74731773",-82.66627424,27.74731773,,,,,,
5828,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66737337,27.74753952",-82.66737337,27.74753952,,,,,,
5829,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70328295,27.76016775",-82.70328295,27.76016775,,,,,,
5830,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75460349,27.75081626",-82.75460349,27.75081626,,,,,,
5832,SAINT PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72946902,27.77770514",-82.72946902,27.77770514,,,,,,
5833,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73138975,27.83049749",-82.73138975,27.83049749,,,,,,
5834,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70270579,27.84175397",-82.70270579,27.84175397,,,,,,
5835,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70944191,27.83833455",-82.70944191,27.83833455,,,,,,
5836,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72974421,27.84941981",-82.72974421,27.84941981,,,,,,
5837,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,,,,,,,,,
5838,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71594489,27.85105374",-82.71594489,27.85105374,,,,,,
5839,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73009292,27.83323092",-82.73009292,27.83323092,,,,,,
5840,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71129085,27.86745344",-82.71129085,27.86745344,,,,,,
5841,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73463383,27.83476544",-82.73463383,27.83476544,,,,,,
5842,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70527722,27.84021148",-82.70527722,27.84021148,,,,,,
5843,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73415334,27.86388793",-82.73415334,27.86388793,,,,,,
5845,PINELLAS PARK,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71821286,27.83456279",-82.71821286,27.83456279,,,,,,
5846,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.76401405,28.01669013",-82.76401405,28.01669013,,,,,,
5847,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77650859,27.99832223",-82.77650859,27.99832223,,,,,,
5848,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77220211,28.02248081",-82.77220211,28.02248081,,,,,,
5849,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.76958791,28.02842756",-82.76958791,28.02842756,,,,,,
5850,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78435615,28.00389684",-82.78435615,28.00389684,,,,,,
5851,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75852334,28.03497501",-82.75852334,28.03497501,,,,,,
5852,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78259999,28.02949998",-82.78259999,28.02949998,,,,,,
5853,DUNEDIN,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77682437,28.00027428",-82.77682437,28.00027428,,,,,,
5854,ST PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,,,,,,,,,
5856,ST PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69460770,27.80700874",-82.6946077,27.80700874,,,,,,
5857,ST PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64836485,27.75346730",-82.64836485,27.7534673,,,,,,
5858,ST PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64575422,27.76764247",-82.64575422,27.76764247,,,,,,
5859,ST PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65600519,27.78804687",-82.65600519,27.78804687,,,,,,
5860,ST PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69315772,27.81797963",-82.69315772,27.81797963,,,,,,
5862,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77280550,27.86041310",-82.7728055,27.8604131,,,,,,
5863,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75308578,27.85313925",-82.75308578,27.85313925,,,,,,
5864,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.81343719,27.85283029",-82.81343719,27.85283029,,,,,,
5865,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.81477354,27.85192892",-82.81477354,27.85192892,,,,,,
5866,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.81864325,27.84856976",-82.81864325,27.84856976,,,,,,
5867,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77377870,27.85633065",-82.7737787,27.85633065,,,,,,
5868,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.76728910,27.84965158",-82.7672891,27.84965158,,,,,,
5869,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.81866099,27.85208579",-82.81866099,27.85208579,,,,,,
5870,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78203075,27.83126718",-82.78203075,27.83126718,,,,,,
5871,SEMINOLE,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.79207841,27.83850446",-82.79207841,27.83850446,,,,,,
5872,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.76101907,27.96719214",-82.76101907,27.96719214,,,,,,
5873,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73260758,27.97051717",-82.73260758,27.97051717,,,,,,
5874,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71910089,27.91189405",-82.71910089,27.91189405,,,,,,
5875,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71405980,27.90982887",-82.7140598,27.90982887,,,,,,
5876,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71746271,28.01675974",-82.71746271,28.01675974,,,,,,
5878,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78469015,27.93467093",-82.78469015,27.93467093,,,,,,
5879,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,,,,,,,,,
5880,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72071938,27.96947850",-82.72071938,27.9694785,,,,,,
5881,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.76660587,27.97609401",-82.76660587,27.97609401,,,,,,
5882,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78099482,27.98627139",-82.78099482,27.98627139,,,,,,
5883,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.74482887,27.92978874",-82.74482887,27.92978874,,,,,,
5884,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75650679,27.95933077",-82.75650679,27.95933077,,,,,,
5885,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71034032,28.01077963",-82.71034032,28.01077963,,,,,,
5887,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.74418588,27.97207828",-82.74418588,27.97207828,,,,,,
5889,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71159998,28.02280000",-82.71159998,28.0228,,,,,,
5890,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71077510,28.03137444",-82.7107751,28.03137444,,,,,,
5891,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77807910,27.98402560",-82.7780791,27.9840256,,,,,,
5892,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73186232,27.96180788",-82.73186232,27.96180788,,,,,,
5893,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69938636,27.90309747",-82.69938636,27.90309747,,,,,,
5894,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71630119,27.98735924",-82.71630119,27.98735924,,,,,,
5895,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78218246,27.98870699",-82.78218246,27.98870699,,,,,,
5897,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.74757348,27.94690309",-82.74757348,27.94690309,,,,,,
5898,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78887213,27.95115570",-82.78887213,27.9511557,,,,,,
5899,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71189449,27.99590087",-82.71189449,27.99590087,,,,,,
5900,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78609999,27.97600001",-82.78609999,27.97600001,,,,,,
5902,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77466344,27.95652039",-82.77466344,27.95652039,,,,,,
5903,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73629223,27.91032843",-82.73629223,27.91032843,,,,,,
5904,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70470448,27.89973285",-82.70470448,27.89973285,,,,,,
5905,CLEARWATER,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75758299,27.95017299",-82.75758299,27.95017299,,,,,,
5906,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.76229547,28.08486146",-82.76229547,28.08486146,,,,,,
5907,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77587526,28.04940679",-82.77587526,28.04940679,,,,,,
5908,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73120000,28.05730000",-82.7312,28.0573,,,,,,
5909,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77254773,28.07031627",-82.77254773,28.07031627,,,,,,
5910,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71186399,28.05005201",-82.71186399,28.05005201,,,,,,
5911,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.74662007,28.09833238",-82.74662007,28.09833238,,,,,,
5913,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71778359,28.07744950",-82.71778359,28.0774495,,,,,,
5914,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69257033,28.11390759",-82.69257033,28.11390759,,,,,,
5915,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.72676266,28.08864861",-82.72676266,28.08864861,,,,,,
5917,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75307384,28.06709841",-82.75307384,28.06709841,,,,,,
5918,PALM HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75739831,28.04953270",-82.75739831,28.0495327,,,,,,
5919,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78067519,28.14422563",-82.78067519,28.14422563,,,,,,
5920,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70541862,28.15117979",-82.70541862,28.15117979,,,,,,
5921,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75006097,28.15184572",-82.75006097,28.15184572,,,,,,
5922,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69450522,28.13650785",-82.69450522,28.13650785,,,,,,
5923,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75100262,28.13903185",-82.75100262,28.13903185,,,,,,
5924,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,,,,,,,,,
5925,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70136982,28.12703258",-82.70136982,28.12703258,,,,,,
5926,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.78069826,28.15121050",-82.78069826,28.1512105,,,,,,
5927,TARPON SPRINGS,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.77924554,28.14414574",-82.77924554,28.14414574,,,,,,
5929,SAFETY HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68940060,28.00028667",-82.6894006,28.00028667,,,,,,
5930,SAFETY HARBOR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69293597,27.99494061",-82.69293597,27.99494061,,,,,,
5931,OLDSMAR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.66780625,28.04540179",-82.66780625,28.04540179,,,,,,
5932,OLDSMAR,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.67145580,28.03659827",-82.6714558,28.03659827,,,,,,
5933,ST. PETERSBURG,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65929016,27.77132245",-82.65929016,27.77132245,,,,,,
5934,GULFPORT,PINELLAS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.70235619,27.76005680",-82.70235619,27.7600568,,,,,,
5935,LAKE ALFRED,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72900798,28.10564291",-81.72900798,28.10564291,,,,,,
5936,LAKE ALFRED,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72637838,28.10696582",-81.72637838,28.10696582,,,,,,
5937,LAKE ALFRED,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72905728,28.10835898",-81.72905728,28.10835898,,,,,,
5938,LAKE ALFRED,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72168429,28.08880967",-81.72168429,28.08880967,,,,,,
5939,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.82121037,28.14239251",-81.82121037,28.14239251,,,,,,
5940,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.82084349,28.14051540",-81.82084349,28.1405154,,,,,,
5942,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78840493,28.06068830",-81.78840493,28.0606883,,,,,,
5943,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78795611,28.07046548",-81.78795611,28.07046548,,,,,,
5944,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.77526855,28.07117707",-81.77526855,28.07117707,,,,,,
5945,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.81870752,28.06984556",-81.81870752,28.06984556,,,,,,
5946,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.85923943,28.07116397",-81.85923943,28.07116397,,,,,,
5947,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78574927,28.07206979",-81.78574927,28.07206979,,,,,,
5948,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.77932901,28.06238045",-81.77932901,28.06238045,,,,,,
5949,AUBURNDALE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.82629283,28.03559208",-81.82629283,28.03559208,,,,,,
5951,DAVENPORT,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64690577,28.24624940",-81.64690577,28.2462494,,,,,,
5952,DAVENPORT,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58456651,28.22830416",-81.58456651,28.22830416,,,,,,
5953,DAVENPORT,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.62962360,28.16753186",-81.6296236,28.16753186,,,,,,
5954,DAVENPORT,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.60013075,28.15678023",-81.60013075,28.15678023,,,,,,
5956,DAVENPORT,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.56914293,28.21839804",-81.56914293,28.21839804,,,,,,
5957,BARTOW,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84033295,27.87973630",-81.84033295,27.8797363,,,,,,
5958,BARTOW,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84186462,27.88395508",-81.84186462,27.88395508,,,,,,
5959,BARTOW,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.85619102,27.90984918",-81.85619102,27.90984918,,,,,,
5960,BARTOW,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84635899,27.87541847",-81.84635899,27.87541847,,,,,,
