CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
WINTER HAVEN,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74167959,27.98321906",-81.74167959,27.98321906,,,,,,
WINTER HAVEN,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67909072,27.95587515",-81.67909072,27.95587515,,,,,,
WINTER HAVEN,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71764712,28.01972602",-81.71764712,28.01972602,,,,,,
WINTER HAVEN,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72819206,28.00887254",-81.72819206,28.00887254,,,,,,
WINTER HAVEN,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71782289,28.01305491",-81.71782289,28.01305491,,,,,,
WINTER HAVEN,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71913909,28.04462666",-81.71913909,28.04462666,,,,,,
FROSTPROOF,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.53338632,27.76085351",-81.53338632,27.76085351,,,,,,
FROSTPROOF,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.36924904,27.66502052",-81.36924904,27.66502052,,,,,,
FROSTPROOF,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.53256747,27.74307676",-81.53256747,27.74307676,,,,,,
FROSTPROOF,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.53589732,27.76540078",-81.53589732,27.76540078,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.91478480,28.01201039",-81.91478480,28.01201039,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95567710,28.12221994",-81.95567710,28.12221994,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01955165,28.12560402",-82.01955165,28.12560402,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94961875,27.99581534",-81.94961875,27.99581534,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98753807,28.12633075",-81.98753807,28.12633075,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.91146811,28.02869503",-81.91146811,28.02869503,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95542454,28.13419172",-81.95542454,28.13419172,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94511729,27.95447814",-81.94511729,27.95447814,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98888175,28.14907699",-81.98888175,28.14907699,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.99532044,28.09412782",-81.99532044,28.09412782,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.92309875,28.13075620",-81.92309875,28.13075620,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.90250095,28.06177157",-81.90250095,28.06177157,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.93929747,28.03991549",-81.93929747,28.03991549,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95699035,28.04840204",-81.95699035,28.04840204,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96636538,28.06122117",-81.96636538,28.06122117,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.90480567,28.01196796",-81.90480567,28.01196796,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.91031119,27.95395439",-81.91031119,27.95395439,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.97061587,27.96689419",-81.97061587,27.96689419,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98881188,28.03450374",-81.98881188,28.03450374,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.92268048,27.98317782",-81.92268048,27.98317782,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.91922988,27.95746726",-81.91922988,27.95746726,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01616783,28.16917003",-82.01616783,28.16917003,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94143649,28.05813676",-81.94143649,28.05813676,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96049107,28.06379469",-81.96049107,28.06379469,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.99219467,28.09327163",-81.99219467,28.09327163,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89180268,27.99385438",-81.89180268,27.99385438,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95770152,28.04431105",-81.95770152,28.04431105,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-82.00027821,27.93958631",-82.00027821,27.93958631,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.99611076,28.05771992",-81.99611076,28.05771992,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.93158995,28.02298089",-81.93158995,28.02298089,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96438528,28.01190636",-81.96438528,28.01190636,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95411350,28.01207767",-81.95411350,28.01207767,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.99501198,28.08504079",-81.99501198,28.08504079,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95761249,28.04820378",-81.95761249,28.04820378,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95947599,28.01435022",-81.95947599,28.01435022,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96069022,28.02553022",-81.96069022,28.02553022,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89055829,27.99009480",-81.89055829,27.99009480,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.94830867,28.03735993",-81.94830867,28.03735993,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.91276662,28.03446610",-81.91276662,28.03446610,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95072854,27.97570871",-81.95072854,27.97570871,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.89297364,27.99624366",-81.89297364,27.99624366,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.97301964,28.03737461",-81.97301964,28.03737461,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.93985041,28.03611183",-81.93985041,28.03611183,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98443654,28.04991164",-81.98443654,28.04991164,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95068432,28.07023410",-81.95068432,28.07023410,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.95430963,28.12926591",-81.95430963,28.12926591,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01452442,28.05521042",-82.01452442,28.05521042,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01050126,27.96684577",-82.01050126,27.96684577,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-82.01833668,28.12748337",-82.01833668,28.12748337,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.90145303,28.05954326",-81.90145303,28.05954326,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96050216,28.08322354",-81.96050216,28.08322354,,,,,,
LAKELAND,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96601927,28.03848336",-81.96601927,28.03848336,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.59512820,27.91095925",-81.59512820,27.91095925,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58811495,27.89606176",-81.58811495,27.89606176,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.59363434,27.91792876",-81.59363434,27.91792876,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58374313,27.91073551",-81.58374313,27.91073551,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.59280545,27.82361462",-81.59280545,27.82361462,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.57979882,27.91670359",-81.57979882,27.91670359,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.57994190,27.91403771",-81.57994190,27.91403771,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58465322,27.88769982",-81.58465322,27.88769982,,,,,,
LAKE WALES,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.56786215,27.89492456",-81.56786215,27.89492456,,,,,,
MULBERRY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96037971,27.89837620",-81.96037971,27.89837620,,,,,,
MULBERRY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98542235,27.88684788",-81.98542235,27.88684788,,,,,,
MULBERRY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98310185,27.79236672",-81.98310185,27.79236672,,,,,,
MULBERRY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.97234212,27.89788551",-81.97234212,27.89788551,,,,,,
MULBERRY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.96513286,27.89151540",-81.96513286,27.89151540,,,,,,
DUNDEE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.59624729,28.01702080",-81.59624729,28.01702080,,,,,,
DUNDEE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.61845850,28.02454957",-81.61845850,28.02454957,,,,,,
DUNDEE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.61808158,28.02676269",-81.61808158,28.02676269,,,,,,
FORT MEADE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78354342,27.76036730",-81.78354342,27.76036730,,,,,,
FORT MEADE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.80192099,27.74389240",-81.80192099,27.74389240,,,,,,
KISSIMMEE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.51025095,28.06672422",-81.51025095,28.06672422,,,,,,
KISSIMMEE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.46022859,28.11294159",-81.46022859,28.11294159,,,,,,
KISSIMMEE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.48859148,28.07534569",-81.48859148,28.07534569,,,,,,
HIGHLAND CITY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88382620,27.96613918",-81.88382620,27.96613918,,,,,,
EAGLE LAKE,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74913529,27.98047053",-81.74913529,27.98047053,,,,,,
POLK CITY,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.82284570,28.18136824",-81.82284570,28.18136824,,,,,,
BABSON PARK,POLK,,,,PUBLIC SCHOOL,,,,,,,,,"-81.52696962,27.83258159",-81.52696962,27.83258159,,,,,,
CRESCENT CITY,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.50870826,29.42829587",-81.50870826,29.42829587,,,,,,
CRESCENT CITY,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.53493788,29.47205232",-81.53493788,29.47205232,,,,,,
CRESCENT CITY,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.52278981,29.43969690",-81.52278981,29.43969690,,,,,,
HAWTHORNE,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03080103,29.63003379",-82.03080103,29.63003379,,,,,,
MELROSE,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-82.04294240,29.70849520",-82.04294240,29.70849520,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64800683,29.64027377",-81.64800683,29.64027377,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70374183,29.64460725",-81.70374183,29.64460725,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.66670164,29.64459465",-81.66670164,29.64459465,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.65504227,29.63778473",-81.65504227,29.63778473,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70740204,29.63309153",-81.70740204,29.63309153,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.65367298,29.66502948",-81.65367298,29.66502948,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.63626176,29.64610529",-81.63626176,29.64610529,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69403261,29.63115158",-81.69403261,29.63115158,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.66891190,29.64458753",-81.66891190,29.64458753,,,,,,
PALATKA,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64615047,29.66013514",-81.64615047,29.66013514,,,,,,
SAN MATEO,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58254997,29.60942338",-81.58254997,29.60942338,,,,,,
INTERLACHEN,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88568992,29.63417761",-81.88568992,29.63417761,,,,,,
INTERLACHEN,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88714920,29.60775080",-81.88714920,29.60775080,,,,,,
INTERLACHEN,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88546838,29.63070237",-81.88546838,29.63070237,,,,,,
FLORAHOME,PUTNAM,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84774329,29.72623405",-81.84774329,29.72623405,,,,,,
ELKTON,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.37381948,29.82850940",-81.37381948,29.82850940,,,,,,
ELKTON,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.46443912,29.72643034",-81.46443912,29.72643034,,,,,,
ELKTON,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.48961883,29.72239287",-81.48961883,29.72239287,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.60306102,30.11617900",-81.60306102,30.11617900,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.55242134,30.10526799",-81.55242134,30.10526799,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.52718422,30.07917765",-81.52718422,30.07917765,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.57816224,30.11067384",-81.57816224,30.11067384,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64544717,30.06459715",-81.64544717,30.06459715,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.64786639,30.06302032",-81.64786639,30.06302032,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.61215486,30.07676373",-81.61215486,30.07676373,,,,,,
JACKSONVILLE,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.56304374,30.08107266",-81.56304374,30.08107266,,,,,,
PONTE VEDRA BEACH,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.38231389,30.21418541",-81.38231389,30.21418541,,,,,,
PONTE VEDRA BEACH,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.39062125,30.16441174",-81.39062125,30.16441174,,,,,,
PONTE VEDRA BEACH,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.39276665,30.16115648",-81.39276665,30.16115648,,,,,,
ST JOHNS,ST. JOHNS,,,,PUBLIC SCHOOL,,,,,,,,,"-81.53799057,30.08297906",-81.53799057,30.08297906,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.31920177,27.34169631",-80.31920177,27.34169631,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37668759,27.32165221",-80.37668759,27.32165221,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37926001,27.29867024",-80.37926001,27.29867024,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37010456,27.34808020",-80.37010456,27.34808020,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.36529857,27.24452102",-80.36529857,27.24452102,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37854279,27.29499253",-80.37854279,27.29499253,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.29512759,27.27353603",-80.29512759,27.27353603,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.38505789,27.27925251",-80.38505789,27.27925251,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37652882,27.33684648",-80.37652882,27.33684648,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.32534751,27.29492521",-80.32534751,27.29492521,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.30072483,27.26891706",-80.30072483,27.26891706,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37252426,27.24566405",-80.37252426,27.24566405,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.35033405,27.36173372",-80.35033405,27.36173372,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.35235347,27.32437150",-80.35235347,27.32437150,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.44810470,27.32934688",-80.44810470,27.32934688,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.28608459,27.28981197",-80.28608459,27.28981197,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.43294704,27.27444302",-80.43294704,27.27444302,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.35541150,27.36144098",-80.35541150,27.36144098,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.26928071,27.26997518",-80.26928071,27.26997518,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.36401281,27.29138352",-80.36401281,27.29138352,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.28257965,27.30558503",-80.28257965,27.30558503,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.39557014,27.29915690",-80.39557014,27.29915690,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.39868837,27.32578441",-80.39868837,27.32578441,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.37387147,27.21418277",-80.37387147,27.21418277,,,,,,
FT PIERCE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.34761596,27.46642275",-80.34761596,27.46642275,,,,,,
PORT ST. LUCIE,ST. LUCIE,,,,PUBLIC SCHOOL,,,,,,,,,"-80.43266074,27.26371716",-80.43266074,27.26371716,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.09459722,30.57128605",-87.09459722,30.57128605,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04265148,30.62745529",-87.04265148,30.62745529,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.06517496,30.62851437",-87.06517496,30.62851437,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.15393264,30.61392485",-87.15393264,30.61392485,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04455284,30.64846299",-87.04455284,30.64846299,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04435940,30.63262878",-87.04435940,30.63262878,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04082925,30.62446375",-87.04082925,30.62446375,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04249820,30.61483626",-87.04249820,30.61483626,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.16816693,30.63548777",-87.16816693,30.63548777,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.09971858,30.64807019",-87.09971858,30.64807019,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.02970483,30.59841029",-87.02970483,30.59841029,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.11192045,30.60865763",-87.11192045,30.60865763,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.15416349,30.60308228",-87.15416349,30.60308228,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.11688078,30.64740999",-87.11688078,30.64740999,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04427379,30.65049437",-87.04427379,30.65049437,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.07539136,30.76370121",-87.07539136,30.76370121,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.04797269,30.63737371",-87.04797269,30.63737371,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.03862561,30.61947416",-87.03862561,30.61947416,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.01987857,30.62209405",-87.01987857,30.62209405,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.09717294,30.57080571",-87.09717294,30.57080571,,,,,,
MILTON,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.16587498,30.63754792",-87.16587498,30.63754792,,,,,,
NAVARRE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-86.88939366,30.40632448",-86.88939366,30.40632448,,,,,,
NAVARRE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-86.91911025,30.40530029",-86.91911025,30.40530029,,,,,,
NAVARRE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-86.88795601,30.40622425",-86.88795601,30.40622425,,,,,,
NAVARRE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-86.88735868,30.40453747",-86.88735868,30.40453747,,,,,,
NAVARRE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-86.93259203,30.40704765",-86.93259203,30.40704765,,,,,,
NAVARRE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-86.86220770,30.42319189",-86.86220770,30.42319189,,,,,,
GULF BREEZE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.00922394,30.39194145",-87.00922394,30.39194145,,,,,,
GULF BREEZE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.16931334,30.36085018",-87.16931334,30.36085018,,,,,,
GULF BREEZE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.16844856,30.35908423",-87.16844856,30.35908423,,,,,,
GULF BREEZE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.09421842,30.38370506",-87.09421842,30.38370506,,,,,,
GULF BREEZE,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.16741960,30.35778683",-87.16741960,30.35778683,,,,,,
JAY,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.15834303,30.94162141",-87.15834303,30.94162141,,,,,,
JAY,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.22287707,30.77980103",-87.22287707,30.77980103,,,,,,
JAY,SANTA ROSA,,,,PUBLIC SCHOOL,,,,,,,,,"-87.15774572,30.94014123",-87.15774572,30.94014123,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.22479357,27.07419655",-82.22479357,27.07419655,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11782710,27.08445579",-82.11782710,27.08445579,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14791649,27.06672438",-82.14791649,27.06672438,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.18636694,27.09730464",-82.18636694,27.09730464,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.10822677,27.06367958",-82.10822677,27.06367958,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.18863966,27.05660484",-82.18863966,27.05660484,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.22749775,27.06905227",-82.22749775,27.06905227,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.23758301,27.07576356",-82.23758301,27.07576356,,,,,,
NORTH PORT,SARASOTA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.15620196,27.08888666",-82.15620196,27.08888666,,,,,,
