CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
SAINT AUGUSTINE,ST. JOHNS,SKILLED NURSING FACILITY,120.0,,,-81.33097570,29.87346904
SAINT AUGUSTINE,ST. JOHNS,SKILLED NURSING FACILITY,120.0,,,-81.32802290,29.86451582
SAINT AUGUSTINE,ST. JOHNS,SKILLED NURSING FACILITY,30.0,,,-81.48124546,29.98674100
PONTE VEDRA BEACH,ST. JOHNS,SKILLED NURSING FACILITY,60.0,,,-81.38732075,30.20369424
ST AUGUSTINE,ST. JOHNS,PUBLIC HEALTH OFFICE,0.0,,,-81.32560102,29.86447615
ST AUGUSTINE,ST. JOHNS,PUBLIC HEALTH OFFICE,0.0,,,-81.33689607,29.93675291
Fort Pierce,ST. LUCIE,PUBLIC HEALTH OFFICE,0.0,,,-80.32987935,27.45042357
Fort Pierce,ST. LUCIE,PUBLIC HEALTH OFFICE,0.0,,,-80.32993336,27.45056481
PORT ST LUCIE,ST. LUCIE,PUBLIC HEALTH OFFICE,0.0,,,-80.37935937,27.37266235
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.38506200,27.35197100
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.37478200,27.23694100
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.39057300,27.23037300
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.38682200,27.28841300
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.41998600,27.28137700
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,4.0,,,-80.38057000,27.25733400
PORT SAINT LUCIE,ST. LUCIE,ADULT FAMILY CARE HOME,4.0,,,-80.35983100,27.23481600
FORT PIERCE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.32261200,27.42027800
FORT PIERCE,ST. LUCIE,ADULT FAMILY CARE HOME,5.0,,,-80.33354100,27.41604800
PORT SAINT LUCIE,ST. LUCIE,SKILLED NURSING FACILITY,123.0,,,-80.29002100,27.27842800
FORT PIERCE,ST. LUCIE,SKILLED NURSING FACILITY,171.0,,,-80.33737300,27.45530200
FORT PIERCE,ST. LUCIE,ADULT FAMILY CARE HOME,2.0,,,-80.33297100,27.44165100
PORT SAINT LUCIE,ST. LUCIE,SKILLED NURSING FACILITY,120.0,,,-80.29830774,27.30022833
PORT SAINT LUCIE,ST. LUCIE,SKILLED NURSING FACILITY,120.0,,,-80.29420500,27.28580500
PORT SAINT LUCIE,ST. LUCIE,SKILLED NURSING FACILITY,120.0,,,-80.29336800,27.28469700
PORT SAINT LUCIE,ST. LUCIE,SKILLED NURSING FACILITY,30.0,,,-80.29948900,27.28633700
FORT PIERCE,ST. LUCIE,SKILLED NURSING FACILITY,107.0,,,-80.35403200,27.44153100
FORT PIERCE,ST. LUCIE,SKILLED NURSING FACILITY,79.0,,,-80.35398000,27.44127100
PORT SAINT LUCIE,ST. LUCIE,SKILLED NURSING FACILITY,180.0,,,-80.33402100,27.34225000
PORT ST. LUCIE	,ST. LUCIE,AMBULATORY SURGICAL CENTER,,,,-80.40045087,27.31045532
FORT PIERCE,ST. LUCIE,AMBULATORY SURGICAL CENTER,0.0,,,-80.34454700,27.43502500
FORT PIERCE,ST. LUCIE,AMBULATORY SURGICAL CENTER,0.0,,,-80.35058614,27.43036309
PORT SAINT LUCIE,ST. LUCIE,AMBULATORY SURGICAL CENTER,0.0,,,-80.32456453,27.34080466
PORT SAINT LUCIE,ST. LUCIE,AMBULATORY SURGICAL CENTER,0.0,,,-80.29495000,27.28548300
PORT SAINT LUCIE,ST. LUCIE,AMBULATORY SURGICAL CENTER,0.0,,,-80.29555200,27.28913600
PORT SAINT LUCIE,ST. LUCIE,AMBULATORY SURGICAL CENTER,0.0,,,-80.30657000,27.30204900
FORT PIERCE,ST. LUCIE,END-STAGE RENAL DISEASE,0.0,,,-80.35089100,27.43293300
FORT PIERCE,ST. LUCIE,END-STAGE RENAL DISEASE,0.0,,,-80.34744100,27.43055900
PORT SAINT LUCIE,ST. LUCIE,END-STAGE RENAL DISEASE,0.0,,,-80.29409900,27.28475400
PORT SAINT LUCIE,ST. LUCIE,END-STAGE RENAL DISEASE,0.0,,,-80.29880000,27.28652500
PORT SAINT LUCIE,ST. LUCIE,END-STAGE RENAL DISEASE,0.0,,,-80.31161700,27.31067800
PORT SAINT LUCIE,ST. LUCIE,END-STAGE RENAL DISEASE,0.0,,,-80.40538000,27.31136000
FORT PIERCE,ST. LUCIE,CRISIS STABILIZATION UNIT,20.0,,,-80.37006599,27.37616632
FORT PIERCE,ST. LUCIE,CRISIS STABILIZATION UNIT,32.0,,,-80.32732447,27.44005874
FORT PIERCE,ST. LUCIE,CRISIS STABILIZATION UNIT,30.0,,,-80.37141683,27.37569419
FORT PIERCE,ST. LUCIE,RESIDENTIAL TREATMENT FACILITY,6.0,,,-80.32661000,27.44865300
FORT PIERCE,ST. LUCIE,HOSPICE,16.0,,,-80.36180947,27.37222470
PORT ST. LUCIE,ST. LUCIE,INTERMEDIATE CARE FACILITY,0.0,,,-80.29606905,27.28648190
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.33380100,27.27913100
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35324100,27.21072100
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35817200,27.30041300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.41280600,27.29133500
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.36657100,27.24249800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.34526500,27.31781800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.36120100,27.22072100
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.31366000,27.27924500
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.37564100,27.20804100
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.38987200,27.34108500
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.40900100,27.25092000
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.39586000,27.34100800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.38537200,27.28481800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.36875200,27.22421900
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.36918000,27.22931300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.38265100,27.24024300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35017100,27.21931300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.39880000,27.27404600
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.34800500,27.33142500
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.37943800,27.28413600
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.38213200,27.29017000
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35955100,27.30901300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35884200,27.31768300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.33393500,27.27583300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.36421100,27.29873300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35063200,27.30690100
PORT ST. LUCIE\t,ST. LUCIE,AMBULATORY SURGICAL CENTER,,,,-80.29640811,27.28856226
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.39671700,27.28049700
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.37966000,27.26442000
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.36637100,27.31512400
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.34761400,27.21473800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.29289100,27.29696500
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.39772100,27.25175800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.34009300,27.30460400
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.41973200,27.27835300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.39300200,27.22874000
PORT ST. LUCIE	,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.35432980,27.31836316
PORT ST. LUCIE	,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.40310119,27.31662987
PORT ST. LUCIE	,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.35074846,27.26622845
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,4.0,,,-80.28667600,27.29501400
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,4.0,,,-80.38570000,27.23410100
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35215200,27.48575100
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.34414936,27.48308593
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.31681000,27.37940100
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.35506100,27.44495100
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,6.0,,,-80.33734300,27.42467400
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.45496358,27.26682950
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.37837048,27.24348100
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.37691896,27.32342170
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.35622501,27.27837037
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.26970862,27.26704944
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.35596425,27.33990448
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.37138752,27.24180908
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.35822497,27.33291693
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.29829505,27.28444425
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.29725796,27.27228384
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.39897844,27.24789508
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.32236524,27.29547081
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.38720940,27.21209281
PORT ST. LUCIE\t,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.28714993,27.29760543
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,16.0,,,-80.37004200,27.55271500
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,33.0,,,-80.35428900,27.33425600
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,50.0,,,-80.28474600,27.27252800
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.38195554,27.41142108
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.33736827,27.44193246
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,,,,-80.36957774,27.46821786
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,8.0,,,-80.31535200,27.27030300
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,56.0,,,-80.36331000,27.27418400
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,20.0,,,-80.33421200,27.37695200
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,20.0,,,-80.34595000,27.43517800
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,12.0,,,-80.36257300,27.37264100
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,140.0,,,-80.34142400,27.43555700
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,8.0,,,-80.35746382,27.46594493
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,8.0,,,-80.29111300,27.46447100
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,110.0,,,-80.29948900,27.28633700
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,80.0,,,-80.37521200,27.32918200
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,55.0,,,-80.32166000,27.40000800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,128.0,,,-80.28967200,27.27846000
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,10.0,,,-80.40630392,27.49836779
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,5.0,,,-80.39609100,27.54661800
FORT PIERCE,ST. LUCIE,ASSISTED LIVING FACILITY,79.0,,,-80.34998200,27.41450900
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,7.0,,,-80.37275300,27.26858600
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,10.0,,,-80.36373100,27.29331800
PORT SAINT LUCIE,ST. LUCIE,ASSISTED LIVING FACILITY,120.0,,,-80.28419700,27.26377300
JAY,SANTA ROSA,ASSISTED LIVING FACILITY,70.0,,,-87.14819159,30.94977031
GULF BREEZE,SANTA ROSA,ASSISTED LIVING FACILITY,60.0,,,-87.08241532,30.38616248
GULF BREEZE,SANTA ROSA,ASSISTED LIVING FACILITY,110.0,,,-87.16436370,30.35612967
GULF BREEZE,SANTA ROSA,ASSISTED LIVING FACILITY,80.0,,,-87.08071022,30.38876122
GULF BREEZE,SANTA ROSA,ASSISTED LIVING FACILITY,120.0,,,-87.03903986,30.39484569
MILTON,SANTA ROSA,ASSISTED LIVING FACILITY,44.0,,,-87.07367687,30.63468726
PACE,SANTA ROSA,ASSISTED LIVING FACILITY,50.0,,,-87.16200014,30.60718707
MILTON,SANTA ROSA,ASSISTED LIVING FACILITY,60.0,,,-87.07711210,30.63643700
GULF BREEZE,SANTA ROSA,AMBULATORY SURGICAL CENTER,0.0,,,-87.15914306,30.35856582
GULF BREEZE,SANTA ROSA,AMBULATORY SURGICAL CENTER,0.0,,,-87.15655463,30.36243547
MILTON,SANTA ROSA,END-STAGE RENAL DISEASE,0.0,,,-87.06898324,30.63441259
MILTON,SANTA ROSA,END-STAGE RENAL DISEASE,0.0,,,-87.08085570,30.60202436
JAY,SANTA ROSA,RURAL HEALTH CLINIC,0.0,,,-87.15145507,30.94890982
NAVARRE,SANTA ROSA,RURAL HEALTH CLINIC,0.0,,,-86.85154057,30.40591465
NAVARRE,SANTA ROSA,END-STAGE RENAL DISEASE,0.0,,,-86.85154057,30.40591465
PACE,SANTA ROSA,AMBULATORY SURGICAL CENTER,0.0,,,-87.16786356,30.59739905
MILTON,SANTA ROSA,SKILLED NURSING FACILITY,60.0,,,-87.06367278,30.63013038
MILTON,SANTA ROSA,SKILLED NURSING FACILITY,110.0,,,-87.03711355,30.62976819
MILTON,SANTA ROSA,SKILLED NURSING FACILITY,120.0,,,-87.06477967,30.63612483
MILTON,SANTA ROSA,ADULT FAMILY CARE HOME,2.0,,,-87.04523222,30.58208936
MILTON,SANTA ROSA,ADULT FAMILY CARE HOME,4.0,,,-87.04416240,30.68575237
MILTON,SANTA ROSA,PUBLIC HEALTH OFFICE,0.0,,,-87.04375235,30.63542317
JAY,SANTA ROSA,PUBLIC HEALTH OFFICE,0.0,,,-87.15080762,30.95018506
GULF BREEZE,SANTA ROSA,PUBLIC HEALTH OFFICE,0.0,,,-86.97951225,30.40387851
SARASOTA,SARASOTA,PUBLIC HEALTH OFFICE,0.0,,,-82.45089232,27.32144504
SARASOTA,SARASOTA,PUBLIC HEALTH OFFICE,0.0,,,-82.52485463,27.35796588
SARASOTA,SARASOTA,PUBLIC HEALTH OFFICE,0.0,,,-82.52594708,27.33518683
VENICE,SARASOTA,PUBLIC HEALTH OFFICE,0.0,,,-82.40051963,27.04897368
VENICE,SARASOTA,PUBLIC HEALTH OFFICE,0.0,,,-82.32303657,27.04057416
ENGLEWOOD,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.32906437,26.96002436
VENICE,SARASOTA,ADULT FAMILY CARE HOME,0.0,,,-82.43028553,27.06737376
NORTH PORT,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.24223646,27.05891320
NORTH PORT,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.25052325,27.09098753
NORTH PORT,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.24336398,27.03535851
NORTH PORT,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.12893879,27.05970960
VENICE,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.42581932,27.07184929
NORTH PORT,SARASOTA,ADULT FAMILY CARE HOME,4.0,,,-82.14219843,27.07328493
NORTH PORT,SARASOTA,ADULT FAMILY CARE HOME,4.0,,,-82.26530257,27.04869771
SARASOTA,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.51807179,27.28026249
SARASOTA,SARASOTA,ADULT FAMILY CARE HOME,5.0,,,-82.46111849,27.29953324
SARASOTA,SARASOTA,ADULT FAMILY CARE HOME,0.0,,,-82.53332261,27.32973049
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,95.0,,,-82.49871645,27.22913404
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.51339577,27.32021861
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.46645937,27.35649320
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.46253735,27.38223059
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.45756279,27.26392302
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.53394801,27.37555125
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.49502060,27.32827335
VENICE,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.41848041,27.10651412
VENICE,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.43298654,27.10606573
VENICE,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.39218527,27.08298814
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,87.0,,,-82.50408124,27.34827347
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,61.0,,,-82.46011850,27.24798133
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,204.0,,,-82.53996995,27.35175281
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,60.0,,,-82.56986185,27.32070305
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,60.0,,,-82.46778303,27.24664350
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,60.0,,,-82.46561538,27.32401327
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,60.0,,,-82.54758028,27.34972441
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,119.0,,,-82.49943073,27.23943795
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,140.0,,,-82.48605530,27.27501201
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,81.0,,,-82.47295636,27.33864017
VENICE,SARASOTA,SKILLED NURSING FACILITY,45.0,,,-82.41804129,27.10156271
VENICE,SARASOTA,SKILLED NURSING FACILITY,60.0,,,-82.43879882,27.08371958
NORTH PORT,SARASOTA,SKILLED NURSING FACILITY,120.0,,,-82.24071816,27.05160712
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,178.0,,,-82.51327481,27.27427169
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,169.0,,,-82.52819209,27.31967116
SARASOTA,SARASOTA,SKILLED NURSING FACILITY,101.0,,,-82.53548928,27.35363793
VENICE,SARASOTA,SKILLED NURSING FACILITY,129.0,,,-82.41079442,27.10122283
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.44950728,27.31008430
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.52994795,27.30506091
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.51303742,27.28471098
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.52574616,27.33654290
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.53358469,27.32047413
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.45234264,27.30180841
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.45038080,27.30402139
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.52950387,27.31336031
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.51373777,27.32250259
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.46915498,27.27010750
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.49053980,27.29834074
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.49564377,27.32547817
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.52987504,27.30391991
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.52794086,27.31855546
SARASOTA,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.52959395,27.31052044
VENICE,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41499805,27.10042104
VENICE,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.44635651,27.08862474
VENICE,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.39981665,27.05018016
VENICE,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.42199180,27.10028160
SARASOTA,SARASOTA,END-STAGE RENAL DISEASE,0.0,,,-82.51437237,27.31824810
SARASOTA,SARASOTA,END-STAGE RENAL DISEASE,0.0,,,-82.53087450,27.31960251
VENICE,SARASOTA,END-STAGE RENAL DISEASE,0.0,,,-82.41823400,27.10072603
VENICE,SARASOTA,END-STAGE RENAL DISEASE,0.0,,,-82.38757641,27.07184956
SARASOTA,SARASOTA,CRISIS STABILIZATION UNIT,15.0,,,-82.54074426,27.34627035
SARASOTA,SARASOTA,CRISIS STABILIZATION UNIT,47.0,,,-82.53554521,27.35201332
SARASOTA,SARASOTA,BIRTH CENTER,0.0,,,-82.48291180,27.29920043
SARASOTA,SARASOTA,BIRTH CENTER,0.0,,,-82.54246742,27.34345107
NORTH PORT,SARASOTA,END-STAGE RENAL DISEASE,0.0,,,-82.22265345,27.03823281
SARASOTA,SARASOTA,HOSPICE,12.0,,,-82.45795990,27.26434362
VENICE,SARASOTA,HOSPICE,6.0,,,-82.36478866,27.05829781
ENGLEWOOD,SARASOTA,AMBULATORY SURGICAL CENTER,0.0,,,-82.37490603,26.99772847
SARASOTA,SARASOTA,BLOOD BANK,0.0,,,-82.53457616,27.32823638
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,12.0,,,-82.48851493,27.33680835
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,12.0,,,-82.48358934,27.33722225
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,12.0,,,-82.48420342,27.33721316
VENICE,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.41550506,27.07463905
VENICE,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.42761661,27.07474975
VENICE,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.41690969,27.06947843
VENICE,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.40209375,27.06063377
VENICE,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.45243146,27.10733922
VENICE,SARASOTA,ASSISTED LIVING FACILITY,100.0,,,-82.43807518,27.08356376
VENICE,SARASOTA,ASSISTED LIVING FACILITY,60.0,,,-82.43716818,27.08009994
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,70.0,,,-82.46579659,27.35375132
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,15.0,,,-82.47269841,27.33718748
VENICE,SARASOTA,ASSISTED LIVING FACILITY,110.0,,,-82.38907536,27.08363121
VENICE,SARASOTA,ASSISTED LIVING FACILITY,110.0,,,-82.41804129,27.10156271
NORTH PORT,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.25100536,27.05857681
NORTH PORT,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.24272129,27.06595188
VENICE,SARASOTA,ASSISTED LIVING FACILITY,50.0,,,-82.41380616,27.09414572
VENICE,SARASOTA,ASSISTED LIVING FACILITY,50.0,,,-82.37368205,27.09819899
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,110.0,,,-82.50181607,27.23930222
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,110.0,,,-82.47378879,27.29798454
VENICE,SARASOTA,ASSISTED LIVING FACILITY,90.0,,,-82.44730925,27.10131946
 ,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.53243725,27.32987423
 ,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.53291006,27.27630133
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,2.0,,,-82.48815743,27.33682466
VENICE,SARASOTA,ASSISTED LIVING FACILITY,27.0,,,-82.39899641,27.05309899
NOKOMIS,SARASOTA,ASSISTED LIVING FACILITY,6.0,,,-82.46605394,27.15693134
NORTH PORT,SARASOTA,ASSISTED LIVING FACILITY,50.0,,,-82.21580676,27.04730392
NORTH PORT,SARASOTA,ASSISTED LIVING FACILITY,50.0,,,-82.21594736,27.04531707
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,42.0,,,-82.48618539,27.27747911
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,56.0,,,-82.51350626,27.27524276
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,10.0,,,-82.51335607,27.34163029
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,10.0,,,-82.56986185,27.32070305
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,45.0,,,-82.46561538,27.32401327
NORTH PORT,SARASOTA,ASSISTED LIVING FACILITY,0.0,,,-82.25433764,27.06152078
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,60.0,,,-82.46011850,27.24798133
SARASOTA,SARASOTA,ASSISTED LIVING FACILITY,60.0,,,-82.47893032,27.34217221
